uuid,fund_uuid,campaign_uuid,user_id,fund_id,challenge_id,title,user_name,ideascale_link,ideascale_user,ideascale_id,amount_requested,amount_received,project_status,funding_status,yes_votes_count,no_votes_count,abstain_votes_count,unique_wallets,problem,solution,currency_symbol,currency,alignment_score,feasibility_score,auditability_score,tags,slug,chain_proposal_id
c5fce0b9-9c2c-46e1-91af-2cea703d4f71,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,Food traceability solution - Africa,gwendal.ledivechen,,,,3500,3500,in_progress,funded,147000000,19413707,,,African food supply chain is made of smallholder farmers who often do not get the due reward for their produce thereby leaving them poorer.,"Mapping potential opportunities in Nigeria to apply a pilot using the outcomes of ""EMURGO Traceability Solution"" implemented in Indonesia.",,USD,,,,,food-traceability-solution-africa,
c5f09a6c-0107-4000-9471-a359f04d0829,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Customizable DeFi Data Streams,,,,,75000,,unfunded,over_budget,41352481,16978576,,,Developers will not build on Cardano if they do not have robust and affordable API endpoints from the blockchain. How can we solve this?,Construct a comprehensive data system giving Cardano developers access to blockchain data similar to Etherscan for the Ethereum network.,,USD,,,,,customizable-defi-data-streams,
c577df57-64ce-4486-b872-bace3c6710ea,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Complete Cardano Training Center,,,,,50000,,unfunded,over_budget,78687460,15193570,,,Cardano knowledge is spread everywhere. People don't know where to start & how to learn. There is no simple way to prove/assess your skills.,"Native Cardano e-learning platform allowing IOG, CF, etc. to create interactive courses, quizzes and credentials on the blockchain.",,USD,,,,,complete-cardano-training-center,
c25f4f44-9705-4126-8136-d16633c9f0ec,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Decentralized Social Media Platform


",,,,,100000,,unfunded,over_budget,50605371,21580227,,,People should be able to speak freely on the internet. Centralized services like Twitter control what content can be shared and by whom.,"Create a decentralized, public, permission-less social media platform that ensures freedom of speech and data sovereignty.",,USD,,,,,decentralized-social-media-platform,
c1404277-cd2c-4a43-b630-49fabe84db4b,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Multiplayer strategy game


",,,,,2500,,unfunded,over_budget,53996164,44445344,,,Increase adoption,Build a mobile/desktop game that does not require a blockchain but adds additional features to the game which will be exposed to the users.,,USD,,,,,multiplayer-strategy-game,
c03649d7-2330-4e01-96ef-ebf26fbbcec3,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,The Basket DApp - 売買カート,,,,,1,,unfunded,funded,54837372,22449295,,,"Helping communities in COVID times, small local business can't afford to sell on current online platforms: high fees & long payment terms.","Make and experiment DApp with seller/buyer within an existing LOCAL food/farming community, leveraging smart contracts, instant settlements.",,USD,,,,,the-basket-dapp,
bc733285-76d9-44b2-b72b-997a8d2c8890,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Funding portal (smart dApp)


",,,,,50000,,unfunded,over_budget,36160520,16634215,,,"We will create a funding website, where users can create own fund requests, optionally benefits from that and smart contract will solve that",We will create a funding website where users will be able to create their own applications for funding and a smart contract will solve it.,,USD,,,,,funding-portal-smart-dapp,
b5898b0a-a42c-4259-b12a-3015ad068002,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Metadata oracle node,Five Binaries,,,,23000,23000,complete,funded,226000000,10760525,,,"Cardano metadata oracles are missing an operator-friendly node, making it hard for people to participate.",We want to build an operator-friendly node software and would lower the barrier of entry for new oracle operators.,,USD,,,,,metadata-oracle-node,
b4fe7894-36af-4bf1-b2b4-56f6c6105f5e,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"CHESS - 600 Million People


",,,,,100000,,unfunded,not_approved,34994466,38520500,,,Chess APP incentivising Grandmasters to play lower ranked players + bespoke AI puzzles to improve each INDIVIDUAL player's game,Utilising blockchain to facilitate payments in cryptocurrency and also in rating between players. Play for rating points or crypto or both.,,USD,,,,,chess-600-million-people,
b389f57f-07d8-45f5-96b0-0ec5e0149cd3,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"RedToken-Blood Donation dApp


",,,,,15000,,unfunded,over_budget,26005273,18643761,,,Nigeria and similar nations lack infrastructure/resources needed to increase physical and financial wellness. Blood is the resource!,"Increase life-saving blood supply via Tokenizing Incentives for donors by provide access to education, health, and financial wellness tools.",,USD,,,,,redtoken-blood-donation-dapp,
b2d0ec5f-827f-4e20-9248-998e9ddbfe61,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"In-Store Currency (Shopify)


",,,,,100000,,unfunded,over_budget,128000000,28444242,,,"Stores manage different centralised value mechanisms including credit, loyalty & gift cards which adds complexity, cost & limits innovation.",Unify the use of in-store currency that can be issued by the store and/or transferred by the customer to be redeemed through checkout.,,USD,,,,,in-store-currency-shopify,
ad1ef95e-6a55-4e3b-8220-6908746485a5,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Fun competitive games with Cardano


",,,,,30000,,unfunded,not_approved,16156516,23137895,,,Introducing games into Cardano is a way to attract more users and more transactions into Cardano.,"Create series of competitive games, starting with slither.io clone. Entry fee for players could be 1 to X ADA and winner takes all.",,USD,,,,,fun-competitive-games-with-cardano,
a97fc254-b864-4768-82b6-faf19e5d4272,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Legitimatize blockchain solutions,,,,,1200,,unfunded,over_budget,26495420,18983134,,,Massive user adoption of Cardano's blockchain solutions will be obstructed in many countries due the lack of legislation related to crypto.,"We will bring juridical validity for blockchain transactions in Brazil, ensuring liability for Cardano's DApps and developer ecosystem.",,USD,,,,,legitimatize-blockchain-solutions,
a745e404-7e1d-4553-bfe4-92509d165396,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Coinmarketcap for Dapps by Adapools


",,,,,40000,,unfunded,over_budget,77460664,13936960,,,We would like to create adadapps.org. It should be something like a coinmarketcap for decentralized applications in the Cardano ecosystem.,"We will create awesome page with cool stuffs, open API and open source code. Idea is, in future can community devs contribute with code too.",,USD,,,,,coinmarketcap-for-dapps-by-adapools,
a6d84fa2-01b0-47f6-bb30-a2ec9af3fe28,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,ABCD,Joshua Akpan,,,,13800,13800,complete,funded,234000000,20411700,,,Africa has brilliant minds that are full of ideas and energy but who lack access to the infrastructure and funds to realize their dreams.,ABCD will create opportunities for Africans providing blockchain solutions to the world utilizing the pool of talent working from Africa.,,USD,,,,,abcd,
a6bca98e-6b55-4cc7-8c7b-ad8db65d281f,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Cardvrytin Mobile App to Drive Digi


",,,,,150000,,unfunded,over_budget,37823747,26986244,,,The E-commerce industry is growing by the day despite the pandemic. We need to come up with an app to solve financial transactions issues.,"In my Blocking Mobile Technologies academy, I preach much about Cardano and all that students ask is how they can buy cardano with a FIAT.",,USD,,,,,cardvrytin-mobile-app-to-drive-digi,
a5f97955-d271-4c57-a536-be4b531fb43f,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,"Welcome to Cardano, developer!",,,,,25200,,unfunded,over_budget,30765769,19702898,,,"Too much information in a lot of places, sometimes difficult to find can discourage many developers. All with our support","We will create an updated signpost, a kind of developer portal, where all the information will be available.",,USD,,,,,welcome-to-cardano-developer,
9ef6f281-fbbf-44ad-ab6a-2fb1e9d62812,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"OpenAPI Integration: Ebay & Shopify


",,,,,40000,,unfunded,not_approved,19958481,29428247,,,Selling platforms put so much fees on top of sold products & drives Entrepreneurs to quit selling. Online sellers are paying too much fees.,Create a DApp/API integration maintained on the blockchain to expose Cardano to quality markets and customers that will drive mass adoption.,,USD,,,,,openapi-integration-ebay-shopify,
9c96b073-d79e-48f1-a1ac-c3405674383c,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Infura-like Cardano API IaaS,,,,,9000,,unfunded,over_budget,53769677,17834691,,,"Running and developing custom backend infrastructure is expensive, time-consuming and slows down development of crucial parts of software.","Provide fast, rich and reliable API access to Cardano for developers and applications through HTTPS and websockets on mainnet and testnets.",,USD,,,,,infura-like-cardano-api-iaas,
9931c23f-10cb-45eb-aa07-e6d4ef7159f0,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"play_x 😉😵😌 - Adult Role Play 🎭


",,,,,1000,,unfunded,not_approved,28502275,39740981,,,the loneliness epidemic leads to a higher risk of premature death.,a decentralised app that enables fun adult role playing with anonymity and accountability.,,USD,,,,,play-x-adult-role-play,
957a0e71-f5b7-4031-bde5-696543f0e418,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"D Timestamped Registration System


",,,,,5000,,unfunded,over_budget,95362841,28572164,,,"Patent registration with govt agencies is long, expensive and centralized process.
DTRS wants to simplify, reduce costs and decentralize it.","DTRS is a simple and secure Dapp which gives as many people as possible the opportunity to register patents, ideas, etc. on the blockchain.",,USD,,,,,d-timestamped-registration-system,
94d26450-b69a-4167-b870-e6d2236341bb,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Open dApp Auditing Platform


",,,,,20000,,unfunded,over_budget,22862088,19788542,,,"Sh*tcoin and scam are everywhere, and investors don't understand how these protocol works","An blockchain-based open platform where experts can audit the ICO projects, provide their insight and get reward if their analysis are right",,USD,,,,,open-dapp-auditing-platform,
94335c3b-b255-4026-9050-ad1d75f21b9d,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Goguen Launch Global Hackathon,,,,,80000,,unfunded,over_budget,52631202,24655696,,,How do we raise awareness and excitement about the Goguen launch and accelerate dApp development on Cardano?,Work with Hackethon.com one of the biggest providers of turnkey Hackathon services to produce a world class Hackathon event.,,USD,,,,,goguen-launch-global-hackathon,
8ca37e0f-f1c5-40e1-ab1e-8bc0a90a5982,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Tatum.io - Cardano integration,,,,,15000,,unfunded,over_budget,33406065,15077643,,,Wallet transactions are alpha omega. We have well-known platform tatum.io and we want bring Cardano to developers via our platform.,"We will implement full Cardano support into our platform - wallets, tokens, staking.",,USD,,,,,tatum-io-cardano-integration,
8c3dc3d4-ee4f-4ca4-9d1c-ddd6ed25f195,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Aregato - ADA ebook marketplace


",,,,,7999,,unfunded,not_approved,21208115,18956567,,,"Ebooks market is highly centralized, censored, and dominated by Amazon Kindle. There is a general lack of marketplaces in the crypto world","Aregato - ebook marketplace with blogging and social media features, built on top of Cardano, with Cardano native assets and NFTs",,USD,,,,,aregato-ada-ebook-marketplace,
8a892285-103a-4f88-9134-277a1eaaa69c,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"TrashApp


",,,,,30000,,unfunded,over_budget,59450801,21812930,,,"Litter. It's everywhere and it's awful for the earth/wildlife. Few people volunteer to clean it, but what if anyone could get paid to do it?","A simple DApp that enables peer to peer litter collection using photos, timestamps, and a bounty payment system.",,USD,,,,,trashapp,
8930c43c-1840-4cbf-b63a-c91151ff5677,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"TCG fractional-share marketplace


",,,,,11000,,unfunded,over_budget,26507237,20917685,,,"With highly sought after chase cards reaching new highs, many graded card collectors are priced out from ownership.",A marketplace where users can purchase fractional ownership of real graded cards (insured and in a vault).,,USD,,,,,tcg-fractional-share-marketplace,
87dea0eb-23c0-487d-993e-45f02fe7a1e2,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Implement CIP12 to Yoroi backends,Five Binaries,,,,930,930,in_progress,funded,95727029,17589862,,,CIP12 defines on-chain stake pool operator to delegates communication and is missing implementation in Yoroi backend.,We will implement CIP12 communications to Yoroi backend software.,,USD,,,,,implement-cip12-to-yoroi-backends,
8714a939-c0c7-4439-8dc7-eef6d88eb110,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"OctoWars - a game platform


",,,,,125000,,unfunded,over_budget,41234074,25030559,,,Cardano doesn't provide a simple and elegant way to build trading cards and turn based strategies.,Build a PoC game and continue development until it's deployed to production. Based on that experience build a game platform.,,USD,,,,,octowars-a-game-platform,
853594be-c536-4c11-a267-38bcae922179,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Cardano Review Platform


",,,,,10000,,unfunded,not_approved,37273155,33443406,,,There are many proposals in each funding round. It can take a long time to sift through them individually and make an informed decision.,"We will provide detailed reviews and in-depth analysis of each proposal that we deem worthy of our investigation, with expertise insight.",,USD,,,,,cardano-review-platform,
81210114-e1d3-48f3-8e0b-6200160da59e,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Crowdfunding/DAO opensource pharma


",,,,,60000,,unfunded,not_approved,35196288,33796388,,,"Pharma funding is heavily centralised, many diseases lack treatments. Scientists trying to discover new treatments struggle to get funding.","Open source, decentralised drug discovery (the Github for drug discovery) with crowdfunding (via augmented bonding curves) & DAO grants.",,USD,,,,,crowdfunding-dao-opensource-pharma,
810338bd-abe3-4faa-8d59-c7f35c31d79f,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Wadspare


",,,,,20000,,unfunded,not_approved,16981534,34495941,,,"Africa has lots of creative minds who want to establish the ""next big thing"" but lacks access to capital to fund these ideas.",Wadspare is creating a fundraising platform built on the blockchain for startups.,,USD,,,,,wadspare,
803c58c4-b286-42d9-bb0b-8c9248e56562,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Cardano IntelliJ IDEA Plugin (MVP),Satya,,,,15000,15000,complete,funded,324000000,25466126,,,Plugin to support development on Cardano inside IntelliJ IDE. One of the major blocker for mainstream developers is unfamiliar / no tooling.,Build an IntelliJ plugin with following features:,,USD,,,,,cardano-intellij-idea-plugin-mvp,
7e3c15ab-8e81-492d-b006-97fcb639d675,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"e-invoicing standard


",,,,,22500,,unfunded,over_budget,70930160,21914748,,,"E-invoicing project are hard to put in place. They need tx, routing and rules that must be established in a project specification.","e-invoice as NFT with metadata and smart contract (self-invoicing, periodic invoices,...)",,USD,,,,,e-invoicing-standard,
7da1cd06-e520-406e-8734-4e9c37520b5e,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Better Ideascale But Open-Source,,,,,55000,,unfunded,over_budget,27482719,21184026,,,"Ideascale is not pleasant to use, it sucks. As users, we feel more often restricted than empowered on this platform when proposing new ideas","A native idea generation platform dedicated to Cardano blockchain. Open-source, simplified, gamified, modern, mobile, made to scale global.",,USD,,,,,better-ideascale-but-open-source,
7cb91c0b-bf10-47ad-88f1-2b029c26c04d,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"GreenSavings (PoupVerde)


",,,,,21163,,unfunded,over_budget,138000000,59489906,,,"Every day, liters of cooking oil waste are incorrectly disposed of by the population.They pose serious risk of pollution to the environment.","Development of a dApp for the collection of waste used cooking oil, in exchange ADA, which will be used for the production of biodiesel.",,USD,,,,,greensavings-poupverde,
7b2e929b-9085-4384-b80b-9b0941c554b3,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Army of Spies-A Market for Secrets


",,,,,25000,,unfunded,not_approved,29828847,36589727,,,Many secrets & information asymmetries are unnecessary & hinder society. Transactions to erase them are difficult to organize & execute.,"A decentralized marketplace that brokers secrets between Bounty Makers, Intel Sources, & NFT Based Curators.",,USD,,,,,army-of-spies-a-market-for-secrets,
7aef6a4e-9d66-40eb-938b-a2ed7b7fdf64,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Artano - A Cardano NFT Marketplace


",,,,,30000,,unfunded,over_budget,320000000,18988738,,,The NFT market is not accessible to all. High fees and selectivity are barriers to entry for many artists as well as potential collectors.,Building an NFT art marketplace upon Cardano where exclusivity & high fees are not a barrier to entry to artists and collectors.,,USD,,,,,artano-a-cardano-nft-marketplace,
78d4e62d-8eb2-4793-a574-d1f29ff26bac,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Conversational UX/UI Toolkit,,,,,36000,,unfunded,over_budget,30995761,17702945,,,"The features of blockchain do not align with the features of our page-based interface design, this blocks the adoption of Cardano.","The cUI toolkit speeds up time-to-market, removes dep. risk, aims for near real-time validation by offering conv. modules and scripts.",,USD,,,,,conversational-ux-ui-toolkit,
78184631-a0f0-4bee-bb1a-0c8cf7233a49,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Cardano TV - Sports LED Advertising,,,,,16000,,unfunded,over_budget,46929943,32752446,,,"TV Sports advertising is eye catching, dynamic and creative, Cardano will be the 1st to reach 1000s of Developers & Entrepreneurs eyes - WOW",TV Advertising puts the Cardano brand in front of people and offers credibility. Fully engaged viewers can be uniquely attracted to Catalyst,,USD,,,,,cardano-tv-sports-led-advertising,
7726159b-eab7-453b-bdc7-0fca41f8dfe6,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,ADA MakerSpace - DEV lessons,Boone Bergsma,,,,14800,14800,complete,funded,152000000,15872410,,,"Need new training videos for learning how to build with the Marlowe & Plutus playgrounds, some people learn better watching others do things",ADA MakerSpace provides free video lessons for anyone interested in learning how to build things that will run on the Cardano blockchain,,USD,,,,,ada-makerspace-dev-lessons,
770c41bd-6768-4997-b5c1-f3a8330eb817,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,StakeSync - DB Sync & Smash Add-on,,,,,9000,,unfunded,over_budget,60984518,22281899,,,Developers & Stake pool operators need specific blockchain data often unavailable in existing tools or too intensive to compute on demand.,"StakeSync gathers & computes various live data (e.g. balances, delegations, pool metadata) from DB Sync and Smash into an extra database.",,USD,,,,,stakesync-db-sync-smash-add-on,
73fce8d7-c03a-42b6-bd17-d594a1a4092d,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Cardano Algorithmic Credit Scoring


",,,,,20000,,unfunded,over_budget,146000000,30015631,,,"ADA holders with extensive, reliable crypto lending history want access to more competitive loan products and working capital.","Credmark is building a borrowers portal to facilitate account attestation, aggregating lending history across multiple blockchains.",,USD,,,,,cardano-algorithmic-credit-scoring,
73db46a0-cefe-4d09-80b6-797b7a029dfb,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,ADA in 4000 Crypto ATMs Globally!,,,,,7500,,unfunded,over_budget,123000000,12786631,,,You cannot currently buy ADA from any Bitcoin ATMs. We will change that if our proposal is chosen,We will integrate ADA into the General Bytes Bitcoin ATMs by developing an extension for ADA in the open software software.,,USD,,,,,ada-in-4000-crypto-atms-globally,
735bb1b0-ea7a-4140-8d29-93094063d54d,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Ada Tx to Trigger IoT + IO HW Spins


",Kyle Solomon [FROG],,,,33000,33000,complete,funded,787000000,58830495,,,"No solution exists to enable arbitrary IoT IO actions as a result of receiving payment in Ada (vending machines, gated access, automation)",Adosia will build new open HW and integrate monitoring of Ada payments into the Adosia IoT platform to enable custom IoT device triggering,,USD,,,,,ada-tx-to-trigger-iot-io-hw-spins,
71c1972d-3a32-4279-8a93-e6a0f5e1541c,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Online Makerspace


",,,,,25000,,unfunded,not_approved,18087493,19631380,,,Currently there are no solution out there with a proper way to incentivize Makers whom explain how something is built.,"Through an online makerspace, tightly aligned with the Industry, we are able to create a proper path for the Makers",,USD,,,,,online-makerspace,
7176f17f-4669-479c-87f3-be18d7455e03,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Cardano Role-based Access Control,,,,,8000,,unfunded,over_budget,120000000,18159978,,,How can we enable decentralized organizations to share ownership and access of digital assets such as server resources?,Create a protocol and reference implementation defining a standard for creating and consuming RBAC policies on the Cardano blockchain.,,USD,,,,,cardano-role-based-access-control,
6d7863d0-ae92-4ac8-86c1-a09b61719bc9,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Cardano ETL: Public BigQuery Data,,,,,30000,,unfunded,not_approved,4834637,6676677,,,Collection and democratization of data in the Cardano ecosystem will be critical for feeding new ideas and measuring critical project KPIs,"Cardano ETL will support transformation of blockchain data into convenient formats like JSON Newline, GCP PubSub, and relational databases.",,USD,,,,,cardano-etl-public-bigquery-data,
6d036fe1-1580-4356-9158-cbaf3d24c76e,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Cardano on Dxsale.network launchpad


",,,,,30000,,unfunded,not_approved,13824956,22345569,,,"Cardano requires a user-centric crowdsale, locking and listing platform in a trustless way to grow its ecosystem.","https://dxsale.app has already built a user-centric dapp that provides crowdsale, locking and auto listing to Uniswap on ETH chain.",,USD,,,,,cardano-on-dxsale-network-launchpad,
6be8ca61-cc77-48dd-b98c-8c87eb47a13f,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Proof of Ownership-Land/Real Estate


",,,,,25000,,unfunded,over_budget,58576079,13454576,,,"Many lack confirmation of ownership to parcels of land they occupy, or they become displaced and are not able to provide proof of ownership.","Land plots are created using GPS coordinates for initial ownership, subsequent purchase/sales are made using ADA on a verifiable blockchain.",,USD,,,,,proof-of-ownership-land-real-estate,
68a1d803-8edb-4f20-bc54-3970e6180dd3,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Authentication for DeepFake Defense


",,,,,12000,,unfunded,over_budget,36630315,17937037,,,Deepfake videos are a type of AI generated video that creates a fake video of a person that is convincingly real. This is dangerous.,We will create a cryptographic proof on Cardano that verifies videos are real by connecting their blockchain ID.,,USD,,,,,authentication-for-deepfake-defense,
6840c49d-b7a8-45d2-8c13-76857ec55c53,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Orihon - Tracing Waste with Cardano


",,,,,50000,,unfunded,over_budget,36777657,17984835,,,"2,120,000,000 Tons of waste was dumped on the planet and has a huge negative impact on the natural environment.",We (Orihon) wish to create a Dapp that will trace waste through our Dapp and renumerate users for doing so.,,USD,,,,,orihon-tracing-waste-with-cardano,
6622af56-d14e-49c3-b9bc-6f647381aab8,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Cardano Central


",,,,,5000,,unfunded,over_budget,28622709,22897084,,,No dedicated all encompassing social media sharing platform exists just for Cardano users.,Cardano Central will be a custom and entirely unique social network 100% dedicated to the Cardano community.,,USD,,,,,cardano-central,
64fd7ff0-ebf7-4df6-95d4-0d8aba96da6c,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Virtual closet (to stake ADA)


",,,,,44878,,unfunded,not_approved,30210351,28971904,,,"Staking, DeFi, NFT and many other terms from the blockchain space are foreign words for most people.",Creation of an easy-to-use and understandable dApp version of a virtual closet where you can collect and stake (ADA) your purchased clothes.,,USD,,,,,virtual-closet-to-stake-ada,
63ed74af-7fdf-471d-8263-1d8050a13b79,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,West Africa Decentralized Alliance,,,,,31885,,unfunded,over_budget,152000000,10401407,,,"West African Developers, Academia & Governments are unaware of Cardano's potential to solve local problems",Create a network of Cardano Resource Hubs for Solutions Design for local influence and developer onboarding throughout West Africa,,USD,,,,,west-africa-decentralized-alliance,
63521215-5da5-441b-bfc9-fd7a2ac21c4e,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Dice Game


",,,,,20000,,unfunded,not_approved,29198993,26598857,,,Let's play some games ,Play a simple mockup version here:,,USD,,,,,dice-game,
5b84b4f3-75f4-40c7-961e-0dd2e132da24,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Nmadi Space: A Digital Universe


",,,,,19000,,unfunded,over_budget,30184827,17864118,,,"Creative, sandbox-style games don't share a common physics system with shared resources subject to conservation laws of matter and energy.","An open source distributed physics system that allows in-game development of sub-games, inventory on Cardano, and conservation of resources.",,USD,,,,,nmadi-space-a-digital-universe,
575123a1-8564-4f1c-97bf-da356a57f469,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Fullcircl: Democracy @ Work


",,,,,83100,,unfunded,not_approved,14501486,25253981,,,How can we help online collaborators prosper safely?,We believe we can solve the needs of both remote workers and project leaders by creating a trustless system for opt-in work.,,USD,,,,,fullcircl-democracy-work,
54485594-ebea-44e6-a08b-9d500e069196,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,Dapp for business contracts,Ron ADA4Profit,,,,15000,15000,in_progress,funded,127000000,15902162,,,Making business contracts legally valid and bound is not affordable for everyone especially in developing countries.,Create an easy to use app for widely available mobile phones where people can upload PDF contacts and sign or verify them.,,USD,,,,,dapp-for-business-contracts,
